agreement_id,agreement_title,agreement_url,agreement_info,category,subcategory,url,raw_path,markdown_path,agreement_id.1,summary
30,2022 Hawaii Local Corporate-Educational Code,https://www.sagaftra.org/sites/default/files/2022%20Hawaii%20Local%20Co_Ed%20Code%202.23.pdf,Informational / Guide PDF,Corporate / Educational,,https://www.sagaftra.org/production-center/contract/803/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2022%20Hawaii%20Local%20Co_Ed%20Code%202.23.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2022%20Hawaii%20Local%20Co_Ed%20Code%202.23.md,30,"This document, the ""Hawaii Local Corporate/Educational Code,"" serves as a waiver and modification to the 2022 SAG-AFTRA Corporate/Educational & Non-Broadcast Contract, specifically approved for use within the SAG-AFTRA Hawaii Local jurisdiction. Its main purpose is to apply the terms of the base contract with specific changes tailored for the Hawaii Local, including provisions for mixed professional and non-professional casts, a simplified rate structure (using only Category I rates), discounted rates for performers working on multiple programs in a single day for the same client, and allowing performers to negotiate external supplemental use. The scope is strictly limited to Corporate/Educational productions within the Hawaii Local jurisdiction; producing outside this area under this code is a breach requiring retroactive payment under the full base contract terms."
31,Modified Dubbing Agreement,https://www.sagaftra.org/sites/default/files/2022SAG-AFTRADubbingAgreement_0.pdf,(Agreement Covering dubbing of foreign language film into English),Dubbing,,https://www.sagaftra.org/production-center/contract/895/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2022SAG-AFTRADubbingAgreement_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2022SAG-AFTRADubbingAgreement_0.md,31,"This agreement, the SAG-AFTRA Dubbing Agreement, modifies the standard SAG-AFTRA Basic Agreement to specifically govern the employment of performers and singers for dubbing foreign language motion pictures into English. It defines 'dubbing' and 'foreign language motion picture', sets forth compensation rates, overtime rules, and payment terms. The agreement categorizes productions based on their initial and subsequent exhibition markets (Category I for theatrical, network prime time, and large SVOD; Category II for others) and establishes different residual/buyout structures for each category. It also includes provisions regarding vocal stress, digital voice manipulation, script delivery, and the use of personal studios."
32,Spanish Language Modification (Dubbing) Agreement,https://www.sagaftra.org/sites/default/files/SAG-AFTRA%20Spanish%20Language%20Modification%20%28Dubbing%29.pdf,Agreement covering dubbing of English language film into Spanish,Dubbing,,https://www.sagaftra.org/production-center/contract/895/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/SAG-AFTRA%20Spanish%20Language%20Modification%20%28Dubbing%29.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/SAG-AFTRA%20Spanish%20Language%20Modification%20%28Dubbing%29.md,32,"This agreement between SAG-AFTRA and a Producer establishes the terms and conditions for employing Performers to dub motion picture soundtracks into the Spanish language. It defines the scope of ""dubbing"" covered, sets compensation rates (hourly, overtime, weekend/holiday), grants exhibition rights for the dubbed content, incorporates and modifies the SAG-AFTRA Basic Agreement, includes provisions for union security, arbitration, term and termination, and requires contributions to pension and health plans."
33,Netflix Dubbing Agreement,https://www.sagaftra.org/sites/default/files/ReferenceOnly-NetflixDubbingAgreement.pdf,Informational / Guide PDF,Dubbing,,https://www.sagaftra.org/production-center/contract/895/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/ReferenceOnly-NetflixDubbingAgreement.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/ReferenceOnly-NetflixDubbingAgreement.md,33,"This agreement, between SAG-AFTRA and Netflix Studios, LLC, modifies the existing Netflix Agreement specifically for the employment of Performers and Professional Singers engaged in dubbing English language soundtracks for foreign language motion pictures. It defines 'dubbing' and 'foreign language motion picture' for the purposes of this agreement, sets forth specific terms for compensation (including hourly rates, overtime, and residuals), pension and health contributions, late payment penalties, and the use of a standard contract. It clarifies that certain provisions of the main Netflix Agreement, such as Preference of Employment, do not apply, while all other provisions remain in effect unless expressly modified herein. The agreement's term runs concurrently with the main Netflix Agreement."
34,Negotiated Dubbing Employers Agreement,https://www.sagaftra.org/sites/default/files/Negotiated%20Dubbing%20Employers%20Agreement.pdf,Informational / Guide PDF,Dubbing,,https://www.sagaftra.org/production-center/contract/895/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/Negotiated%20Dubbing%20Employers%20Agreement.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/Negotiated%20Dubbing%20Employers%20Agreement.md,34,"This agreement, the SAG-AFTRA Negotiated Dubbing Employers Agreement, is made between SAG-AFTRA and Dubbing Employers. Its primary purpose is to modify the standard SAG-AFTRA Basic Agreement to establish specific terms and conditions for the employment of performers and singers engaged in dubbing English language soundtracks for foreign language motion pictures. The scope includes defining 'dubbing' (excluding standard looping/ADR), defining 'foreign language motion pictures', outlining compensation rates, overtime, weekend/holiday pay, and establishing two production categories (Category I for theatrical, Network Prime Time TV, or large SVOD; Category II for other markets) with corresponding residual/buyout terms. It also addresses script delivery and vocal stress."
35,Netflix Agreement MOA,https://www.sagaftra.org/sites/default/files/2022%20SAG-AFTRA-Netflix%20MOA%20%28FINAL%29%209.20.22.pdf,,Dubbing,,https://www.sagaftra.org/production-center/contract/895/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2022%20SAG-AFTRA-Netflix%20MOA%20%28FINAL%29%209.20.22.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2022%20SAG-AFTRA-Netflix%20MOA%20%28FINAL%29%209.20.22.md,35,"This Memorandum of Agreement (MOA) is between SAG-AFTRA and Netflix Studios, LLC. Its main purpose is to modify the existing 2019 SAG-AFTRA-Netflix Agreement and incorporate relevant provisions from the 2020 SAG-AFTRA Codified Basic Agreement and Television Agreement. The scope of the MOA includes specific changes to performer exclusivity and options clauses, such as increasing money breaks for exclusivity, expanding the number of permitted guest star appearances and second position roles, outlining conditions for these outside engagements, and introducing provisions for 'Conflict-Free Windows' during hiatus periods to allow performers more flexibility to accept other work, subject to certain restrictions and notification requirements."
36,2024 Tiered-Budget Independent Interactive Media Agreemen,https://www.sagaftra.org/sites/default/files/2024%20Tiered-Budget%20Independent%20Interactive%20Media%20Agreement_1.pdf,,Interactive,,https://www.sagaftra.org/production-center/contract/820/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2024%20Tiered-Budget%20Independent%20Interactive%20Media%20Agreement_1.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2024%20Tiered-Budget%20Independent%20Interactive%20Media%20Agreement_1.md,36,"This agreement, the 2024 Tiered-Budget Independent Interactive Media Agreement, is between SAG-AFTRA and an Employer for a specific interactive media project (like a video game) with a total production budget under $30 million. Its main purpose is to provide modified terms, including lower minimum session fees and different secondary compensation structures, for performers based on four defined budget tiers. It applies only to the listed project, requires the project to meet specific criteria from the main SAG-AFTRA Independent Interactive Media Agreement (I-IMA), and mandates adherence to the I-IMA's terms except where explicitly modified herein, including performer payments and benefit contributions."
37,2024 Independent Interactive Localization Agreement,https://www.sagaftra.org/sites/default/files/2024%20Independent%20Interactive%20Localization%20Agreement_0.pdf,,Interactive,,https://www.sagaftra.org/production-center/contract/820/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2024%20Independent%20Interactive%20Localization%20Agreement_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2024%20Independent%20Interactive%20Localization%20Agreement_0.md,37,"This 2024 SAG-AFTRA Independent Interactive Localization Agreement is a one-production-only agreement between an Employer and SAG-AFTRA for specific interactive/video game projects that qualify as localization projects (originally scripted in a non-English language with a non-US IP owner). It incorporates most terms of the 2024 SAG-AFTRA Independent Interactive Media Agreement (I-IMA) but modifies certain sections, including performer compensation rates which include a buyout for future use and reuse. The agreement outlines eligibility criteria, responsibilities for payments and contributions, rules for stressful/hazardous sessions, requirements regarding AI/Digital Replicas and performer information protection, and consequences for misrepresentation of project eligibility."
38,Interim Interactive Media Agreement,https://www.sagaftra.org/sites/default/files/Interim%20Interactive%20Media%20Agreement.pdf,,Interactive,,https://www.sagaftra.org/production-center/contract/820/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/Interim%20Interactive%20Media%20Agreement.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/Interim%20Interactive%20Media%20Agreement.md,38,"This Interim Interactive Media Agreement is between SAG-AFTRA and a specific Producer, intended to govern the employment of performers on a single, named Interactive Program during and after the current strike, modifying the terms of the expired SAG-AFTRA Interactive Media Agreement (IMA). The scope is limited to the specified program and does not cover future expansions or content. Key modifications include immediate and future increases to wage rates, adjustments to additional compensation and overtime rules, and new provisions regarding Artificial Intelligence and Digital Modeling, requiring performer consent and compensation for the creation and use of digital replicas. SAG-AFTRA retains the right to rescind the agreement for misrepresentation or material non-compliance by the Producer."
39,2011-2014 AFTRA Interactive Media Agreement (base agreement),https://www.sagaftra.org/sites/default/files/2011%20-%202014%20AFTRA%20IMA%20and%20Sideletters%20-%20FINAL.pdf,,Interactive,,https://www.sagaftra.org/production-center/contract/820/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2011%20-%202014%20AFTRA%20IMA%20and%20Sideletters%20-%20FINAL.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2011%20-%202014%20AFTRA%20IMA%20and%20Sideletters%20-%20FINAL.md,39,"This document, the 2011-2014 AFTRA Interactive Media Agreement, is a collective bargaining agreement between the American Federation of Television and Radio Artists (AFTRA) and an Employer. Its main purpose is to recognize AFTRA as the exclusive bargaining agent for Performers engaged in the production of material for Interactive Media throughout the United States. The scope of the agreement covers services for interactive content, including Cloud Gaming, recorded using video tape or other non-film methods, and explicitly excludes traditional linear media like television, film, and radio."
40,2017 Interactive Media Memorandum of Agreement (2017 updates),https://www.sagaftra.org/sites/default/files/2017SAG-AFTRAIMAMOAwSchA_final.pdf,,Interactive,,https://www.sagaftra.org/production-center/contract/820/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2017SAG-AFTRAIMAMOAwSchA_final.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2017SAG-AFTRAIMAMOAwSchA_final.md,40,"This Memorandum of Agreement establishes the 2017-2020 SAG-AFTRA Interactive Media Agreement, modifying the previous 2011-2014 AFTRA agreement. It unifies prior agreements, sets a three-year term (2017-2020), and outlines terms for performers in interactive media, including annual wage increases, health and retirement contributions, performer and employer duties, a limited integration clause for franchise use, and transparency requirements for role descriptions. The scope covers performers engaged by signatory companies for interactive media production, excluding specific low-budget and strike-related contracts."
41,2020 Interactive Media Memorandum of Agreement (2020 updates),https://www.sagaftra.org/sites/default/files/2020SAG-AFTRAIMAExtension.pdf,,Interactive,,https://www.sagaftra.org/production-center/contract/820/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020SAG-AFTRAIMAExtension.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020SAG-AFTRAIMAExtension.md,41,"This Extension Agreement is between SAG-AFTRA and specific companies listed in Schedule A. Its main purpose is to extend the 2017-2020 SAG-AFTRA Interactive Media Agreement for a term of two years, from November 8, 2020, to November 7, 2022. The agreement also modifies certain terms of the previous agreement, specifically increasing minimum wage rates by 3% compounded annually and increasing health and retirement contributions to 16.5%. All other terms of the 2017 IMA remain in full force and effect."
42,2020 Interactive Localization Agreement,https://www.sagaftra.org/sites/default/files/2020InteractiveLocalizationAgreement.pdf,,Interactive,,https://www.sagaftra.org/production-center/contract/820/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020InteractiveLocalizationAgreement.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020InteractiveLocalizationAgreement.md,42,"This Interactive Localization Agreement (ILA) is between SAG-AFTRA and an Employer, specifically for the localization (dubbing into English) of a foreign-language interactive or video game program. It incorporates and modifies the SAG-AFTRA Interactive Media Agreement (IMA) and the AMPTP COVID-19 Return to Work Agreement. The agreement outlines eligibility criteria for programs (originally foreign language, localized to finished visual product requiring lip sync, non-US IP owner), modifies performer compensation by introducing a one-time Session Fee that covers future use (excluding merchandising), defines terms for Atmospheric Voices and Vocally Stressful Sessions, and details requirements for taxes, benefits contributions, and workplace safety protocols. The main purpose is to provide specific terms for employing SAG-AFTRA Performers for this particular type of localization work."
43,Interim Interactive Media Localization Agreement,https://www.sagaftra.org/sites/default/files/Interim%20Interactive%20Media%20Localization%20Agreement.pdf,,Interactive,,https://www.sagaftra.org/production-center/contract/820/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/Interim%20Interactive%20Media%20Localization%20Agreement.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/Interim%20Interactive%20Media%20Localization%20Agreement.md,43,"This Interim Interactive Localization Agreement (ILA) is between SAG-AFTRA and an Employer, specifically covering the employment of Performers for dubbing or localizing interactive or video game programs originally produced in a language other than English into English. It incorporates terms from the SAG-AFTRA Interim Interactive Media Agreement (Interim IMA) but modifies them for localization work, including specific program qualification criteria, a modified compensation structure (Session Fee including future use/DLC/reuse, but excluding manipulation or merchandising), provisions for vocally stressful sessions, transparency requirements for role descriptions, and transfer of rights clauses. The Employer agrees to abide by the terms, pay wages, benefits, taxes, and contributions, and is bound by the Trust Agreements. The agreement includes a sunset clause, expiring on November 13, 2022."
44,2017 Music Video Agreement Memorandum,https://www.sagaftra.org/sites/default/files/2017%20Music%20Video%20Agreement%20MOA%20%28rev.%2005.01.18%29.pdf,Informational / Guide PDF,Music Videos,,https://www.sagaftra.org/production-center/contract/804/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2017%20Music%20Video%20Agreement%20MOA%20%28rev.%2005.01.18%29.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2017%20Music%20Video%20Agreement%20MOA%20%28rev.%2005.01.18%29.md,44,"This document is the 2017 Music Video Supplement to the SAG-AFTRA National Code of Fair Practice for Sound Recordings Memorandum of Agreement. It modifies the terms of the 2012 agreement between major record labels (Warner Brothers, Atlantic, Sony, UMG, Capitol, Hollywood) and SAG-AFTRA regarding performers in music videos. Key changes include revised definitions for Principal Performer and Background Actor, updated H&R contributions, the introduction of production budget contract tiers affecting performer rates (especially dancers), coverage scope, and new use payments, specific coverage for a limited number of background actors, increased premiums for extraordinary risk, provisions for overnight travel, and terms for digital exploitation payments. It also clarifies coverage for performance capture work and sets the agreement term through April 30, 2019."
45,2012 Music Video Agreement,https://www.sagaftra.org/sites/default/files/independent_mv_agreement_0.pdf,"This is the master agreement for producers of music videos, detailing their responsibilities and acting as a standalone agreement for non-signatory companies.",Music Videos,,https://www.sagaftra.org/production-center/contract/804/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/independent_mv_agreement_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/independent_mv_agreement_0.md,45,"This agreement, the SAG-AFTRA 2012 Music Video Agreement, is between SAG-AFTRA and a Company, establishing the terms and conditions for performers employed in the production of music videos. SAG-AFTRA is recognized as the exclusive bargaining agent for various performers (excluding instrumental musicians, extras, etc.). The agreement applies to music videos produced in the United States and its territories, defining 'Music Video' and excluding informal recordings. Key provisions cover union security, preference of employment for qualified professionals (with exceptions), contributions to the AFTRA Health and Retirement Funds, member reporting requirements, and access for SAG-AFTRA representatives to production premises."
46,2021-2026 Sound Recordings Code MOA,https://www.sagaftra.org/sites/default/files/2021-2026%20Sound%20Recordings%20Code%20MOA.pdf,Informational / Guide PDF,Sound Recordings,,https://www.sagaftra.org/production-center/contract/806/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2021-2026%20Sound%20Recordings%20Code%20MOA.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2021-2026%20Sound%20Recordings%20Code%20MOA.md,46,"This Memorandum of Agreement (MOA) updates and extends the SAG-AFTRA National Code of Fair Practice for Sound Recordings for the period January 1, 2021, through December 31, 2026. The agreement covers key areas including phased increases to minimum wages and health and retirement (H&R) contributions (including contributions on streaming payments), revised reuse fees for specific uses like blanket catalog licenses and video games, provisions for company-created media projects, updated consent requirements for licensing sound recordings in film/TV and commercials, and revised procedures for the transfer of rights in sound recordings, requiring transferees to assume obligations under the Code."
47,Sound Recordings Code Appendix on Artificial Intelligence,https://www.sagaftra.org/sites/default/files/Sound%20Recordings%20Code%20Appendix%20on%20Artificial%20Intelligence.pdf,Informational / Guide PDF,Sound Recordings,,https://www.sagaftra.org/production-center/contract/806/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/Sound%20Recordings%20Code%20Appendix%20on%20Artificial%20Intelligence.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/Sound%20Recordings%20Code%20Appendix%20on%20Artificial%20Intelligence.md,47,"This appendix to the SAG-AFTRA Sound Recordings Code establishes rules for the use of Artificial Intelligence in creating sound recordings. Its main purpose is to regulate the use of 'Digital Voice Replicas' (clones of specific artists' voices) and 'Synthetic Voices' (generated, non-identifiable voices) to protect artists. The scope includes defining these terms, requiring clear consent from artists (or their representatives) for the use of their Digital Voice Replicas in covered recordings, outlining compensation for artists involved in creating or whose voices are replicated, and specifying how purely synthetic tracks are treated for reporting and exploitation purposes. It clarifies that traditional digital audio processing technologies are not subject to these new regulations."
48,2018-2020 Sound Recordings MOA,https://www.sagaftra.org/sites/default/files/2018-2020%20Sound%20Recordings%20MOA.pdf,Informational / Guide PDF,Sound Recordings,,https://www.sagaftra.org/production-center/contract/806/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2018-2020%20Sound%20Recordings%20MOA.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2018-2020%20Sound%20Recordings%20MOA.md,48,"This Memorandum of Agreement (MOA) updates and establishes terms for the 2018-2020 SAG-AFTRA National Code of Fair Practice for Sound Recordings. It defines and sets terms for foreign licensing and associated conversion fees, modifies grievance and arbitration timelines, extends mobile application provisions, and outlines economic terms including wage increases, changes to H&R contributions and rates (especially for audio streams), and rules for conversion fee late payments. The agreement also clarifies definitions for low fee traditional use and sets the term from January 1, 2018, to December 31, 2020."
49,2015-2017 Sound Recordings Code MOA,https://www.sagaftra.org/sites/default/files/2015-2017_sound_recordings_moa.pdf,This is a memorandum of agreement which details additions and/or changes to our master Sound Recordings Agreement.,Sound Recordings,,https://www.sagaftra.org/production-center/contract/806/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2015-2017_sound_recordings_moa.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2015-2017_sound_recordings_moa.md,49,"This Memorandum of Agreement (MOA) between record companies and SAG-AFTRA updates the National Code of Fair Practice for Sound Recordings for the period of January 1, 2015, through December 31, 2017. It modifies the previous code by implementing annual rate increases, adjusting contributions and caps for the AFTRA Health and Retirement Funds, defining ""Receipts,"" and significantly revising the terms for digital exploitations of covered recordings (Appendix B). The MOA establishes specific payment rates and terms for various digital formats like permanent downloads, streams, and music videos, directing payments to the SAG-AFTRA and Industry Sound Recordings Distribution Fund (SRDF) for non-Royalty Artists, and includes provisions related to identifying artists for reuse payments."
50,2010-2011 Sound Recordings Code Extension,https://www.sagaftra.org/sites/default/files/10-11_sr_extension_signed_0.pdf,This is an extension of our master Sound Recordings Agreement.,Sound Recordings,,https://www.sagaftra.org/production-center/contract/806/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/10-11_sr_extension_signed_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/10-11_sr_extension_signed_0.md,50,"This Memorandum of Agreement between major record companies and AFTRA extends and modifies the 2007-2010 AFTRA National Code of Fair Practice for Sound Recordings for the period of July 1, 2010, through December 31, 2011. The agreement's main purpose is to update various terms, including increasing AFTRA Health and Retirement contributions for both non-royalty and royalty artists, revising digital payment terms and schedules to the AFM/AFTRA Fund, amending union security and waiver provisions, redefining a 'side' for payment purposes, and establishing a joint AFTRA/Recording Industry Committee (ARIC) to discuss contract administration and industry relations. It also notes that negotiations regarding music videos will resume."
51,2012 Music Video Supplement to Sound Recordings Code,https://www.sagaftra.org/sites/default/files/mv_supplement_to_src_0.pdf,This is the supplement Music Video Agreement for signatories of the full Sound Recordings Code.,Sound Recordings,,https://www.sagaftra.org/production-center/contract/806/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/mv_supplement_to_src_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/mv_supplement_to_src_0.md,51,"This document, the 2012 Music Video Supplement, is an agreement between SAG-AFTRA and signatory Record Labels. It supplements the AFTRA Code of Fair Practice for Sound Recordings and establishes the terms and conditions for the production of music videos in the United States. The agreement covers various performers (actors, singers, dancers, etc.) employed in music video production, recognizing SAG-AFTRA as their exclusive bargaining agent. Key aspects include the definition of a music video, union security provisions, preference of employment for professional performers, requirements for contributions to the AFTRA Health and Retirement Funds, member reporting obligations, and union access to production premises."
52,2012-2014 Sound Recordings Code MOA,https://www.sagaftra.org/sites/default/files/2012_-_2014_sr_code_moa_0.pdf,This is a memorandum of agreement which details additions and/or changes to our master Sound Recordings Agreement.,Sound Recordings,,https://www.sagaftra.org/production-center/contract/806/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2012_-_2014_sr_code_moa_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2012_-_2014_sr_code_moa_0.md,52,"This Memorandum of Agreement (MOA) between major record companies and AFTRA updates the 2007-2010 AFTRA Sound Recordings Code for the period of January 1, 2012, through December 31, 2014. Its main purpose is to modify the existing code by increasing minimum rates and AFTRA Health and Retirement contributions, and establishing detailed terms and payment structures for the digital exploitation of covered sound recordings and music videos (downloads, video streams). The scope also includes new provisions for the reuse and licensing of covered masters in various media, outlining conversion payments and contributions for performers."
53,2007-2010 Sound Recordings Code MOA,https://www.sagaftra.org/sites/default/files/07-10_sound_recordings_moa_0.pdf,This is a memorandum of agreement which details additions and/or changes to our master Sound Recordings Agreement.,Sound Recordings,,https://www.sagaftra.org/production-center/contract/806/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/07-10_sound_recordings_moa_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/07-10_sound_recordings_moa_0.md,53,"This Memorandum of Agreement (MOA) between major record companies and AFTRA modifies and extends the 2002-2006 AFTRA National Code of Fair Practice for Sound Recordings for the period of July 1, 2007, through June 30, 2010. The agreement updates terms and conditions for AFTRA-covered artists and contractors working on sound recordings, including increases to minimum rates, adjustments to health and retirement contributions and caps, specific provisions for digital exploitation (downloads and streaming), clarification on music video rights, and the introduction of a new process requiring assumption agreements when transferring rights in sound recordings produced under the code."
54,2006-2007 Sound Recordings Code Extension,https://www.sagaftra.org/sites/default/files/06-07_sr_moa_0.pdf,This is an extension of our master Sound Recordings Agreement.,Sound Recordings,,https://www.sagaftra.org/production-center/contract/806/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/06-07_sr_moa_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/06-07_sr_moa_0.md,54,"This Memorandum of Agreement and Extension Agreement extends the 2002-2006 AFTRA National Code of Fair Practice for Sound Recordings between various record companies and the American Federation of Television and Radio Artists (AFTRA) for a term from July 1, 2006, through June 30, 2007. It modifies the previous agreement by increasing minimum rates and contractors' rates by 2.75% effective July 1, 2006, and adjusts the AFTRA Health and Retirement contribution rate for non-royalty artists to 11.5% for the period of January 1, 2007, through June 30, 2007, reverting to 11% thereafter unless a successor agreement dictates otherwise. All other terms of the 2002-2006 Code remain in effect."
55,2002-2006 Sound Recordings Code,https://www.sagaftra.org/sites/default/files/2002-2006_aftra_national_code_of_fair_practice_for_sound_recordings.pdf,This is the master agreement for producers of Sound Recordings and details their responsibilities under the Code.,Sound Recordings,,https://www.sagaftra.org/production-center/contract/806/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2002-2006_aftra_national_code_of_fair_practice_for_sound_recordings.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2002-2006_aftra_national_code_of_fair_practice_for_sound_recordings.md,55,"This agreement, the 2002-2006 AFTRA National Code of Fair Practice for Sound Recordings, is a collective bargaining agreement between the American Federation of Television and Radio Artists (AFTRA) and sound recording producers. Its main purpose is to establish the minimum terms and conditions for the engagement of artists (actors, announcers, narrators, sound effects artists, and singers) for making sound recordings in the United States from July 1, 2002, to June 30, 2006. The scope covers various aspects of employment, including minimum rates, compensation, union security, health and retirement contributions, and rules regarding the use of recordings in other media, recognizing AFTRA as the exclusive bargaining agent for these artists."
56,2023 Basic Cable Animation Agreement,https://www.sagaftra.org/sites/default/files/2023%20Basic%20Cable%20Animation%20Agreement.PDF,"This is the agreement for animated productions for basic cable through June 30, 2026.",Television Contracts,Basic Cable Animation,https://www.sagaftra.org/production-center/contract/808/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2023%20Basic%20Cable%20Animation%20Agreement.PDF,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2023%20Basic%20Cable%20Animation%20Agreement.PDF.md,56,"This Memorandum of Agreement (MOA) is between SAG-AFTRA and the Alliance of Motion Picture and Television Producers (AMPTP) and serves as the 2023 Basic Cable Animation Agreement. It modifies and renews the terms of the previous 2014 and 2020 agreements. The agreement covers offcamera voice actors employed on animated motion pictures produced for initial exhibition on basic cable services. Key provisions include incorporating terms from the 2023 SAG-AFTRA Television Animation Agreement, addressing animated programs made for New Media, and renewing expiring clauses. The term of the agreement is from July 1, 2023, to June 30, 2026."
57,2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement,Television Contracts,Basic Cable Animation,https://www.sagaftra.org/production-center/contract/808/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.md,57,"This Memorandum of Agreement (MOA) between SAG-AFTRA and the AMPTP modifies the existing 2017 SAG-AFTRA Codified Basic Agreement and the 2017 SAG-AFTRA Television Agreement. The main purpose is to establish the terms and conditions for the period from July 1, 2020, to June 30, 2023. Key provisions include setting the term of the successor agreements, implementing annual increases to minimum salary rates (2.5% in 2020, 3% in 2021, 3% in 2022), freezing certain rerun ceilings and allowances, and increasing employer contributions to the SAG-AFTRA Health Plan."
